publish_date,outlet_id,conflict_id,death_reporting_count,human_rights_violations_count,id,death_report_percentage,hr_violation_percentage
2012-02-25 00:00:00,39,14,3.0,0.0,1,300.0,0.0
2012-02-27 00:00:00,77,14,0.0,0.0,1,0.0,0.0
2012-02-29 00:00:00,76,14,3.0,6.0,1,300.0,600.0
2012-03-01 00:00:00,48,14,0.0,0.0,1,0.0,0.0
2012-03-02 00:00:00,77,14,8.0,0.0,1,800.0,0.0
2012-03-13 00:00:00,103,14,1.0,2.0,1,100.0,200.0
2012-03-15 00:00:00,76,14,0.0,0.0,1,0.0,0.0
2012-03-26 00:00:00,85,14,0.0,0.0,1,0.0,0.0
2012-03-27 00:00:00,106,14,1.0,0.0,1,100.0,0.0
2012-04-03 00:00:00,47,14,2.0,1.0,1,200.0,100.0
2012-04-20 00:00:00,64,1,0.0,0.0,1,0.0,0.0
2012-04-25 00:00:00,67,1,0.0,0.0,1,0.0,0.0
2012-04-27 00:00:00,67,1,1.0,0.0,1,100.0,0.0
2012-05-21 00:00:00,76,14,0.0,12.0,1,0.0,1200.0
2012-05-23 00:00:00,35,14,2.0,0.0,2,100.0,0.0
2012-06-11 00:00:00,76,14,0.0,0.0,1,0.0,0.0
2012-06-13 00:00:00,35,14,1.0,0.0,1,100.0,0.0
2012-06-26 00:00:00,31,14,0.0,6.0,1,0.0,600.0
2012-07-09 00:00:00,32,14,0.0,2.0,1,0.0,200.0
2012-07-10 00:00:00,77,14,1.0,0.0,1,100.0,0.0
2012-07-16 00:00:00,77,14,0.0,8.0,1,0.0,800.0
2012-07-28 00:00:00,39,14,0.0,0.0,1,0.0,0.0
2012-08-01 00:00:00,77,14,0.0,0.0,1,0.0,0.0
2012-08-07 00:00:00,31,14,0.0,1.0,1,0.0,100.0
2012-08-15 00:00:00,48,14,5.0,0.0,1,500.0,0.0
2012-08-26 00:00:00,58,14,1.0,1.0,1,100.0,100.0
2012-08-30 00:00:00,98,14,0.0,1.0,1,0.0,100.0
2012-08-31 00:00:00,67,1,0.0,0.0,1,0.0,0.0
2012-09-12 00:00:00,76,14,0.0,0.0,1,0.0,0.0
2012-09-13 00:00:00,13,1,0.0,52.0,1,0.0,5200.0
2012-09-22 00:00:00,39,14,2.0,2.0,1,200.0,200.0
2012-10-03 00:00:00,92,14,0.0,0.0,1,0.0,0.0
2012-10-11 00:00:00,46,14,0.0,0.0,1,0.0,0.0
2012-10-25 00:00:00,75,14,0.0,0.0,1,0.0,0.0
2012-11-09 00:00:00,37,14,1.0,0.0,1,100.0,0.0
2012-11-14 00:00:00,47,14,12.0,0.0,1,1200.0,0.0
2012-11-15 00:00:00,87,14,0.0,0.0,1,0.0,0.0
2012-11-16 00:00:00,1,14,0.0,0.0,1,0.0,0.0
2012-11-16 00:00:00,29,14,1.0,1.0,1,100.0,100.0
2012-11-16 00:00:00,48,14,1.0,0.0,1,100.0,0.0
2012-11-17 00:00:00,12,14,12.0,1.0,1,1200.0,100.0
2012-11-17 00:00:00,20,14,6.0,4.0,1,600.0,400.0
2012-11-18 00:00:00,106,14,1.0,1.0,1,100.0,100.0
2012-11-19 00:00:00,7,14,0.0,0.0,1,0.0,0.0
2012-11-19 00:00:00,22,14,0.0,0.0,1,0.0,0.0
2012-11-19 00:00:00,76,14,0.0,0.0,1,0.0,0.0
2012-11-20 00:00:00,61,14,2.0,1.0,1,200.0,100.0
2012-11-20 00:00:00,106,14,0.0,0.0,1,0.0,0.0
2012-11-21 00:00:00,2,14,6.0,1.0,1,600.0,100.0
2012-11-21 00:00:00,47,14,0.0,0.0,1,0.0,0.0
2012-11-22 00:00:00,25,14,1.0,0.0,1,100.0,0.0
2012-11-22 00:00:00,30,14,0.0,1.0,1,0.0,100.0
2012-11-23 00:00:00,48,14,13.0,1.0,1,1300.0,100.0
2012-11-26 00:00:00,24,14,1.0,0.0,1,100.0,0.0
2012-11-27 00:00:00,48,14,1.0,0.0,1,100.0,0.0
2012-11-28 00:00:00,103,1,0.0,0.0,1,0.0,0.0
2012-11-29 00:00:00,9,14,0.0,0.0,1,0.0,0.0
2012-11-30 00:00:00,21,14,0.0,0.0,1,0.0,0.0
2012-12-01 00:00:00,68,14,2.0,0.0,1,200.0,0.0
2012-12-07 00:00:00,49,1,0.0,0.0,1,0.0,0.0
2012-12-08 00:00:00,39,14,2.0,0.0,1,200.0,0.0
2012-12-20 00:00:00,76,14,2.0,2.0,1,200.0,200.0
2012-12-20 00:00:00,103,1,0.0,0.0,1,0.0,0.0
2012-12-22 00:00:00,106,14,3.0,0.0,1,300.0,0.0
2012-12-28 00:00:00,67,1,0.0,0.0,1,0.0,0.0
2013-01-04 00:00:00,85,14,5.0,0.0,1,500.0,0.0
2013-01-17 00:00:00,85,14,0.0,0.0,1,0.0,0.0
2013-01-22 00:00:00,4,14,3.0,5.0,1,300.0,500.0
2013-01-26 00:00:00,49,1,0.0,0.0,1,0.0,0.0
2013-01-26 00:00:00,56,1,0.0,0.0,1,0.0,0.0
2013-02-01 00:00:00,103,14,0.0,0.0,1,0.0,0.0
2013-02-04 00:00:00,69,1,0.0,0.0,1,0.0,0.0
2013-02-06 00:00:00,75,14,0.0,0.0,1,0.0,0.0
2013-02-07 00:00:00,77,14,0.0,0.0,1,0.0,0.0
2013-02-11 00:00:00,14,14,8.0,2.0,1,800.0,200.0
2013-02-12 00:00:00,91,14,3.0,0.0,1,300.0,0.0
2013-02-13 00:00:00,2,14,4.0,1.0,1,400.0,100.0
2013-02-14 00:00:00,105,14,1.0,0.0,1,100.0,0.0
2013-02-15 00:00:00,48,14,0.0,0.0,1,0.0,0.0
2013-02-16 00:00:00,39,14,0.0,0.0,1,0.0,0.0
2013-02-20 00:00:00,103,1,0.0,0.0,1,0.0,0.0
2013-02-21 00:00:00,61,14,0.0,0.0,1,0.0,0.0
2013-02-21 00:00:00,106,14,0.0,1.0,1,0.0,100.0
2013-02-26 00:00:00,47,14,4.0,0.0,1,400.0,0.0
2013-03-08 00:00:00,48,14,0.0,4.0,1,0.0,400.0
2013-03-11 00:00:00,61,14,0.0,0.0,1,0.0,0.0
