outlet_id,conflict_id,mention_count,leader,context
35,14,10.0,Putin,death_reporting
37,1,95.0,Putin,death_reporting
37,14,5.0,Putin,death_reporting
38,1,282.0,Putin,death_reporting
38,14,2.0,Putin,death_reporting
39,1,174.0,Putin,death_reporting
39,14,18.0,Putin,death_reporting
40,1,0.0,Putin,death_reporting
41,1,241.0,Putin,death_reporting
41,14,7.0,Putin,death_reporting
42,1,304.0,Putin,death_reporting
42,14,2.0,Putin,death_reporting
43,1,352.0,Putin,death_reporting
43,14,2.0,Putin,death_reporting
44,1,347.0,Putin,death_reporting
44,14,0.0,Putin,death_reporting
45,1,43.0,Putin,death_reporting
45,14,0.0,Putin,death_reporting
46,1,263.0,Putin,death_reporting
46,14,0.0,Putin,death_reporting
47,1,437.0,Putin,death_reporting
47,14,5.0,Putin,death_reporting
48,1,315.0,Putin,death_reporting
48,14,24.0,Putin,death_reporting
49,1,253.0,Putin,death_reporting
49,14,0.0,Putin,death_reporting
50,1,323.0,Putin,death_reporting
50,14,0.0,Putin,death_reporting
51,1,324.0,Putin,death_reporting
51,14,5.0,Putin,death_reporting
52,1,403.0,Putin,death_reporting
52,14,4.0,Putin,death_reporting
53,1,315.0,Putin,death_reporting
53,14,0.0,Putin,death_reporting
54,1,27.0,Putin,death_reporting
54,14,0.0,Putin,death_reporting
55,1,212.0,Putin,death_reporting
55,14,4.0,Putin,death_reporting
56,1,123.0,Putin,death_reporting
56,14,3.0,Putin,death_reporting
57,1,49.0,Putin,death_reporting
