publish_date,outlet_id,conflict_id,sentiment,sentiment_category,sentiment_intensity,article_count,normalized_sentiment
2010-04-21 00:00:00,7,14,0.1337691587691587,positive,0.1337691587691587,1,0.1337691587691587
2010-04-26 00:00:00,7,14,0.0018305074555074,neutral,0.0018305074555074,1,0.0018305074555074
2010-04-30 00:00:00,67,1,0.1236111111111111,positive,0.1236111111111111,1,0.1236111111111111
2010-05-14 00:00:00,77,14,0.0666666666666666,positive,0.0666666666666666,1,0.0666666666666666
2010-05-25 00:00:00,19,14,-0.013646978021978,neutral,0.013646978021978,1,-0.013646978021978
2010-05-26 00:00:00,77,14,0.2042929292929293,positive,0.2042929292929293,1,0.2042929292929293
2010-06-07 00:00:00,7,14,0.0357266989353603,neutral,0.0357266989353603,1,0.0357266989353603
2010-06-14 00:00:00,48,14,0.0134126984126984,neutral,0.0134126984126984,1,0.0134126984126984
2010-06-18 00:00:00,56,1,0.0712009803921568,positive,0.0712009803921568,1,0.0712009803921568
2010-06-18 00:00:00,75,14,0.0166666666666666,neutral,0.0166666666666666,1,0.0166666666666666
2010-07-08 00:00:00,39,14,-0.0172619047619047,neutral,0.0172619047619047,2,-0.00863095238095235
2010-07-08 00:00:00,76,14,0.0670304232804232,positive,0.0670304232804232,2,0.0335152116402116
2010-07-20 00:00:00,48,14,0.3499999999999999,positive,0.3499999999999999,1,0.3499999999999999
2010-07-21 00:00:00,106,14,0.1216666666666666,positive,0.1216666666666666,1,0.1216666666666666
2010-07-30 00:00:00,85,1,0.0069545703338806,neutral,0.0069545703338806,1,0.0069545703338806
2010-08-03 00:00:00,48,14,-0.0033572281959378,neutral,0.0033572281959378,1,-0.0033572281959378
2010-08-28 00:00:00,37,1,-0.0733189033189033,negative,0.0733189033189033,1,-0.0733189033189033
2010-08-29 00:00:00,85,14,-0.0138416345559202,neutral,0.0138416345559202,1,-0.0138416345559202
2010-09-02 00:00:00,21,14,0.0499999999999999,neutral,0.0499999999999999,3,0.016666666666666632
2010-09-02 00:00:00,48,14,-0.1162509448223734,negative,0.1162509448223734,3,-0.038750314940791133
2010-09-02 00:00:00,75,14,0.0333333333333333,neutral,0.0333333333333333,3,0.0111111111111111
2010-09-25 00:00:00,47,14,-0.017485119047619,neutral,0.017485119047619,1,-0.017485119047619
2010-09-27 00:00:00,103,14,0.0397849093954621,neutral,0.0397849093954621,1,0.0397849093954621
2010-10-11 00:00:00,48,14,-0.0851851851851852,negative,0.0851851851851852,1,-0.0851851851851852
2010-10-17 00:00:00,48,14,0.0148148148148148,neutral,0.0148148148148148,1,0.0148148148148148
2010-10-18 00:00:00,77,14,0.0950313307141038,positive,0.0950313307141038,1,0.0950313307141038
2010-11-04 00:00:00,106,14,0.134569209039548,positive,0.134569209039548,1,0.134569209039548
2010-11-08 00:00:00,35,14,0.0888888888888889,positive,0.0888888888888889,1,0.0888888888888889
2010-11-18 00:00:00,106,14,0.0,neutral,0.0,1,0.0
2010-11-20 00:00:00,1,14,0.0671857131472516,positive,0.0671857131472516,1,0.0671857131472516
2010-11-25 00:00:00,1,14,-0.0225961538461538,neutral,0.0225961538461538,1,-0.0225961538461538
2010-12-01 00:00:00,48,14,-0.0375,neutral,0.0375,1,-0.0375
2010-12-03 00:00:00,76,14,,neutral,,1,
2010-12-16 00:00:00,77,14,0.126057954762774,positive,0.126057954762774,1,0.126057954762774
2010-12-17 00:00:00,49,1,0.1234805103475989,positive,0.1234805103475989,1,0.1234805103475989
2010-12-25 00:00:00,48,14,0.0333333333333333,neutral,0.0333333333333333,1,0.0333333333333333
2011-01-01 00:00:00,75,14,0.0919059644059644,positive,0.0919059644059644,1,0.0919059644059644
2011-01-20 00:00:00,39,14,0.0803571428571428,positive,0.0803571428571428,1,0.0803571428571428
2011-02-01 00:00:00,75,14,-0.0629713804713805,negative,0.0629713804713805,1,-0.0629713804713805
2011-03-15 00:00:00,96,14,0.0495698644421272,neutral,0.0495698644421272,1,0.0495698644421272
2011-03-16 00:00:00,77,14,0.1349967473328129,positive,0.1349967473328129,1,0.1349967473328129
2011-03-18 00:00:00,7,1,-0.0263095238095238,neutral,0.0263095238095238,2,-0.0131547619047619
2011-03-18 00:00:00,49,1,0.2,positive,0.2,2,0.1
2011-03-22 00:00:00,48,14,0.0333333333333333,neutral,0.0333333333333333,1,0.0333333333333333
2011-04-10 00:00:00,75,14,,neutral,,1,
2011-04-15 00:00:00,48,14,0.0306627196333078,neutral,0.0306627196333078,1,0.0306627196333078
2011-04-24 00:00:00,48,14,0.0329365079365079,neutral,0.0329365079365079,1,0.0329365079365079
2011-04-28 00:00:00,48,14,0.0884600468975469,positive,0.0884600468975469,1,0.0884600468975469
2011-05-06 00:00:00,76,14,0.100706289978678,positive,0.100706289978678,1,0.100706289978678
2011-05-18 00:00:00,77,14,0.1083416583416583,positive,0.1083416583416583,1,0.1083416583416583
2011-05-23 00:00:00,22,14,-0.0348529132211766,neutral,0.0348529132211766,1,-0.0348529132211766
2011-05-26 00:00:00,24,14,0.0199244751664106,neutral,0.0199244751664106,2,0.0099622375832053
2011-05-26 00:00:00,44,14,0.0401007846320346,neutral,0.0401007846320346,2,0.0200503923160173
2011-05-27 00:00:00,12,14,-0.0234841269841269,neutral,0.0234841269841269,1,-0.0234841269841269
2011-06-02 00:00:00,48,14,0.1915565476190475,positive,0.1915565476190475,1,0.1915565476190475
2011-06-10 00:00:00,77,14,0.25,positive,0.25,1,0.25
2011-06-16 00:00:00,7,14,-0.0061309523809523,neutral,0.0061309523809523,1,-0.0061309523809523
2011-07-14 00:00:00,35,14,0.0666666666666666,positive,0.0666666666666666,1,0.0666666666666666
2011-07-23 00:00:00,56,1,0.0,neutral,0.0,1,0.0
2011-08-19 00:00:00,75,14,-0.006095238095238,neutral,0.006095238095238,1,-0.006095238095238
2011-08-20 00:00:00,52,1,0.1583333333333333,positive,0.1583333333333333,1,0.1583333333333333
2011-08-30 00:00:00,67,1,0.0549418144579434,positive,0.0549418144579434,1,0.0549418144579434
2011-09-01 00:00:00,75,14,0.03493462428697325,neutral,0.03493462428697325,2,0.017467312143486624
2011-09-03 00:00:00,67,1,-0.0222222222222222,neutral,0.0222222222222222,1,-0.0222222222222222
2011-09-06 00:00:00,103,1,,neutral,,1,
2011-09-07 00:00:00,103,1,0.0424431099873577,neutral,0.0424431099873577,1,0.0424431099873577
2011-09-13 00:00:00,67,1,0.0607560957560957,positive,0.0607560957560957,1,0.0607560957560957
2011-09-14 00:00:00,77,14,0.0188342003468053,neutral,0.0188342003468053,1,0.0188342003468053
2011-09-15 00:00:00,47,14,0.042794089968003,neutral,0.042794089968003,1,0.042794089968003
2011-09-19 00:00:00,75,14,0.0560719131614653,positive,0.0560719131614653,1,0.0560719131614653
2011-09-21 00:00:00,4,14,0.0768123351744041,positive,0.0768123351744041,1,0.0768123351744041
2011-09-23 00:00:00,76,14,,neutral,,2,
2011-09-23 00:00:00,106,14,0.0333333333333333,neutral,0.0333333333333333,2,0.01666666666666665
2011-10-30 00:00:00,14,14,,neutral,,1,
2011-10-31 00:00:00,48,14,0.0413933534237401,neutral,0.0413933534237401,1,0.0413933534237401
