season,Afghanistan Conflict,Boko Haram Insurgency (Nigeria),Burkinabe Insurgency,Cameroonian Anglophone Crisis,Colombian Conflict,Israel-Palestine Conflict,Kashmir Conflict (India/Pakistan),Kivu Conflict (DRC),Libyan Civil War,Malian Conflict,Mozambican Insurgency,Myanmar Civil War,Nagorno-Karabakh Conflict,Russian Invasion of Ukraine,Somali Civil War,South Sudanese Civil War,Sudanese Conflict,Syrian Civil War,Tigray War (Ethiopia),Yemeni Civil War
Fall,13.268442622950818,0.17076502732240437,0.1878415300546448,0.15368852459016394,7.496584699453552,21.46516393442623,1.673497267759563,1.1953551912568305,4.900956284153005,3.2957650273224046,0.22199453551912568,3.825136612021858,8.128415300546447,6.454918032786885,2.612704918032787,0.8879781420765027,6.386612021857924,12.243852459016393,1.9296448087431695,3.5006830601092895
Spring,12.270042194092827,0.7763713080168776,0.33755274261603374,0.05063291139240507,12.48945147679325,15.037974683544302,1.5527426160337552,0.8270042194092827,2.59915611814346,2.632911392405063,0.6919831223628692,5.333333333333334,1.7215189873417722,13.70464135021097,2.8354430379746836,1.0295358649789028,8.810126582278482,11.780590717299578,1.6033755274261603,3.9156118143459913
Summer,9.88169798190675,0.6958942240779402,0.19137091162143355,0.10438413361169101,5.393180236604036,5.862908837856646,1.2874043145441894,0.6958942240779402,3.549060542797495,5.132219902574809,0.2783576896311761,4.732080723729993,1.1656228253305498,32.25469728601252,2.5748086290883787,0.9568545581071677,6.924147529575504,10.80375782881002,2.1572720946416144,5.358385525400139
Winter,12.137757244855104,0.10499790004199916,0.20999580008399832,0.2729945401091978,8.378832423351533,10.940781184376313,1.8479630407391854,1.8479630407391854,2.49895002099958,3.359932801343973,0.3569928601427972,5.249895002099958,2.2049559008819823,14.216715665686685,3.107937841243175,1.1129777404451913,7.538849223015539,11.696766064678707,2.393952120957581,10.520789584208316
